company_id,industry,state,grid_factor,annual_kwh,monthly_kwh_avg,revenue_lakhs,annual_co2_kg,co2_per_lakh_revenue,energy_efficiency,solar_percent,ev_percent,has_rec,has_iso14001,tariff_avg,carbon_score,grade,grade_encoded
COMP_0959,chemicals,delhi,0.72,347716.53,28976.38,7803.34,250355.9,32.08,0.7596,0,0,0,1,8.16,65.4,B+,3
COMP_0960,plastics,karnataka,0.62,399070.68,33255.89,7136.07,247423.82,34.67,0.0,10,0,0,0,7.36,44.0,C,1
COMP_0961,food_processing,telangana,0.74,181564.37,15130.36,2348.72,251139.83,106.93,0.5115,0,5,1,1,7.24,69.3,B+,3
COMP_0962,cement,chhattisgarh,0.92,498711.97,41559.33,7911.14,779586.55,98.54,0.6122,5,20,0,1,6.24,70.6,B+,3
COMP_0963,steel,andhra_pradesh,0.72,533604.61,44467.05,8318.78,727409.8,87.44,0.7464,30,0,0,1,6.32,73.6,B+,3
COMP_0964,cement,kerala,0.42,296568.71,24714.06,4453.81,124558.86,27.97,0.7831,0,0,0,0,6.1,55.8,B,2
COMP_0965,cement,karnataka,0.62,733392.26,61116.02,16112.79,926421.11,57.5,0.3343,0,0,0,0,5.94,45.2,C,1
COMP_0966,auto_components,punjab,0.76,267163.68,22263.64,4486.67,203044.39,45.26,0.7678,5,0,0,0,7.07,62.5,B,2
COMP_0967,it_services,chhattisgarh,0.92,85884.72,7157.06,1412.65,79013.94,55.93,0.65,5,0,0,0,9.71,65.1,B+,3
COMP_0968,it_services,tamil_nadu,0.68,24064.55,2005.38,286.35,16363.9,57.15,0.6973,0,0,0,0,9.45,58.9,B,2
COMP_0969,steel,tamil_nadu,0.68,767365.21,63947.1,12253.65,1015377.64,82.86,0.2614,0,10,0,0,7.41,59.1,B,2
COMP_0970,auto_components,gujarat,0.82,317264.67,26438.72,6004.96,464221.67,77.31,0.5423,0,0,0,0,7.13,47.6,C,1
COMP_0971,textile,gujarat,0.82,287691.73,23974.31,5439.95,235907.22,43.37,0.2307,0,0,0,0,7.01,41.2,C,1
COMP_0972,textile,haryana,0.8,223820.94,18651.75,4131.27,323018.39,78.19,0.3905,0,0,0,0,7.89,58.8,B,2
COMP_0973,auto_components,madhya_pradesh,0.83,567905.24,47325.44,11002.9,836638.01,76.04,0.1519,0,0,0,0,6.58,44.4,C,1
COMP_0974,paper,andhra_pradesh,0.72,204604.1,17050.34,3910.52,278916.31,71.32,0.6027,0,0,1,0,6.97,53.6,B,2
COMP_0975,auto_components,karnataka,0.62,578734.74,48227.9,13321.49,358815.54,26.94,0.3716,40,0,0,0,6.67,48.4,C,1
COMP_0976,auto_components,tamil_nadu,0.68,525713.04,43809.42,7168.48,695623.5,97.04,0.3086,0,5,1,0,7.35,60.0,B,2
COMP_0977,textile,rajasthan,0.88,183076.68,15256.39,2082.68,161107.47,77.36,0.3693,0,0,0,0,7.33,50.5,B,2
COMP_0978,pharma,jharkhand,0.89,160188.27,13349.02,3104.16,142567.56,45.93,0.6732,20,0,0,0,8.71,52.8,B,2
COMP_0979,cement,jharkhand,0.89,287077.62,23923.13,5518.46,440147.4,79.76,0.8359,0,0,0,0,6.79,60.6,B,2
COMP_0980,food_processing,punjab,0.76,275060.26,22921.69,4897.05,385964.56,78.82,0.1268,10,0,0,1,6.92,51.8,B,2
COMP_0981,textile,punjab,0.76,112986.96,9415.58,2256.88,85870.09,38.05,0.6402,0,10,0,1,8.03,66.3,B+,3
COMP_0982,auto_components,bihar,0.84,329354.58,27446.22,7617.67,276657.85,36.32,0.6323,0,0,0,1,6.51,67.6,B+,3
COMP_0983,it_services,rajasthan,0.88,62254.03,5187.84,1232.41,54783.55,44.45,0.7706,0,5,0,0,8.74,66.2,B+,3
COMP_0984,auto_components,west_bengal,0.9,383116.41,31926.37,9146.83,344804.77,37.7,0.5861,0,5,0,1,6.85,68.6,B+,3
COMP_0985,auto_components,andhra_pradesh,0.72,180774.77,15064.56,2569.52,130157.83,50.65,0.8794,0,15,1,0,6.83,74.5,B+,3
COMP_0986,paper,west_bengal,0.9,454831.36,37902.61,8255.46,409348.22,49.59,0.2993,20,5,0,0,7.03,44.2,C,1
COMP_0987,it_services,west_bengal,0.9,45003.27,3750.27,798.72,40502.94,50.71,0.857,5,0,0,1,9.47,66.5,B+,3
COMP_0988,plastics,haryana,0.8,259188.48,21599.04,3887.06,374060.82,96.23,0.577,50,0,0,1,7.52,66.7,B+,3
COMP_0989,food_processing,uttar_pradesh,0.85,345033.54,28752.8,3928.97,515204.09,131.13,0.1564,0,15,0,0,7.18,35.8,C,1
COMP_0990,paper,bihar,0.84,157268.73,13105.73,3729.59,233260.99,62.54,0.8311,5,10,1,0,6.91,78.1,B+,3
COMP_0991,cement,karnataka,0.62,320702.3,26725.19,7595.97,405111.15,53.33,0.9435,25,0,0,0,6.6,60.0,B,2
COMP_0992,food_processing,west_bengal,0.9,184590.41,15382.53,2718.93,284859.92,104.77,0.5674,40,0,1,1,6.75,67.7,B+,3
COMP_0993,paper,tamil_nadu,0.68,241656.64,20138.05,5312.73,164326.51,30.93,0.4022,5,0,0,1,7.85,56.2,B,2
COMP_0994,pharma,telangana,0.74,353157.92,29429.83,3884.73,261336.86,67.27,0.4586,25,0,1,1,8.38,68.1,B+,3
COMP_0995,food_processing,jharkhand,0.89,79543.46,6628.62,1986.62,121956.04,61.39,0.8966,0,0,1,0,7.11,68.6,B+,3
COMP_0996,textile,maharashtra,0.79,222908.55,18575.71,3875.61,176097.76,45.44,0.4189,0,0,0,0,7.88,58.3,B,2
COMP_0997,auto_components,tamil_nadu,0.68,205538.72,17128.23,2910.69,271968.84,93.44,0.675,0,0,0,0,7.3,66.7,B+,3
COMP_0998,chemicals,andhra_pradesh,0.72,688783.37,57398.61,5650.62,938949.49,166.17,0.1618,10,0,0,1,7.84,49.6,C,1
COMP_0999,auto_components,maharashtra,0.79,207966.66,17330.56,1981.28,298057.82,150.44,0.6363,25,0,0,1,6.7,59.1,B,2
COMP_1000,paper,uttar_pradesh,0.85,113046.79,9420.57,1090.65,168801.46,154.77,0.701,0,0,0,0,7.2,37.6,C,1
COMP_1001,chemicals,rajasthan,0.88,654329.26,54527.44,7841.0,575809.75,73.44,0.2394,0,10,0,0,7.57,42.5,C,1
COMP_1002,it_services,karnataka,0.62,101877.27,8489.77,2374.81,63163.9,26.6,0.474,10,10,0,0,9.64,51.9,B,2
COMP_1003,pharma,tamil_nadu,0.68,240913.25,20076.1,2150.86,163821.01,76.17,0.4809,30,10,0,0,7.73,64.9,B,2
COMP_1004,textile,delhi,0.72,278696.82,23224.73,2736.83,200661.71,73.32,0.0,0,0,1,0,7.39,52.0,B,2
COMP_1005,it_services,telangana,0.74,49145.68,4095.47,962.95,36367.81,37.77,0.8768,0,0,0,1,8.89,65.1,B+,3
COMP_1006,pharma,chhattisgarh,0.92,153224.85,12768.74,2270.01,140966.86,62.1,0.7239,0,15,0,0,7.86,65.7,B+,3
COMP_1007,auto_components,rajasthan,0.88,478281.37,39856.78,5561.32,420887.6,75.68,0.3296,0,30,0,1,7.54,57.4,B,2
COMP_1008,auto_components,uttar_pradesh,0.85,409106.73,34092.23,7011.2,610878.17,87.13,0.2417,15,10,0,0,6.94,49.5,C,1
COMP_1009,food_processing,west_bengal,0.9,344246.44,28687.2,5405.93,531241.11,98.27,0.1656,0,0,0,0,7.45,49.1,C,1
COMP_1010,pharma,tamil_nadu,0.68,296706.08,24725.51,5315.96,201760.13,37.95,0.404,0,0,0,0,7.41,51.5,B,2
COMP_1011,pharma,maharashtra,0.79,131328.14,10944.01,2523.13,103749.23,41.12,0.7888,0,0,0,0,8.21,52.3,B,2
COMP_1012,auto_components,odisha,0.91,230331.75,19194.31,1885.43,357751.27,189.74,0.65,20,0,0,0,6.57,57.4,B,2
COMP_1013,textile,maharashtra,0.79,202784.87,16898.74,3060.02,290631.28,94.98,0.4489,30,0,0,0,7.14,46.4,C,1
COMP_1014,paper,haryana,0.8,411146.58,34262.21,8754.72,328917.26,37.57,0.1908,5,0,0,0,7.69,52.5,B,2
COMP_1015,it_services,chhattisgarh,0.92,33239.74,2769.98,803.28,30580.56,38.07,0.741,30,0,0,0,8.12,68.2,B+,3
COMP_1016,it_services,rajasthan,0.88,163987.81,13665.65,3976.21,144309.28,36.29,0.2313,15,0,0,0,8.53,48.2,C,1
COMP_1017,paper,jharkhand,0.89,441005.58,36750.46,9005.91,676149.75,75.08,0.1883,5,5,0,0,8.07,53.7,B,2
COMP_1018,steel,west_bengal,0.9,597621.31,49801.78,7761.14,922249.21,118.83,0.5216,0,0,0,0,6.8,58.4,B,2
COMP_1019,paper,chhattisgarh,0.92,453447.84,37787.32,9392.93,417172.01,44.41,0.0183,0,0,0,0,7.26,41.7,C,1
COMP_1020,chemicals,gujarat,0.82,405396.16,33783.01,3361.02,332424.86,98.91,0.5112,0,5,0,0,7.1,55.7,B,2
COMP_1021,chemicals,karnataka,0.62,670929.93,55910.83,6409.24,847518.68,132.23,0.1557,0,0,0,0,7.08,38.1,C,1
COMP_1022,plastics,andhra_pradesh,0.72,99908.39,8325.7,2456.74,71934.04,29.28,0.8229,0,0,0,1,6.85,71.6,B+,3
COMP_1023,food_processing,tamil_nadu,0.68,138914.53,11576.21,2951.05,183811.7,62.29,0.5727,0,5,0,0,7.08,57.8,B,2
COMP_1024,cement,bihar,0.84,305855.03,25487.92,3797.37,453644.18,119.46,0.6444,0,0,0,0,6.72,59.7,B,2
COMP_1025,chemicals,delhi,0.72,692683.03,57723.59,14413.3,944265.51,65.51,0.0482,25,0,0,0,7.35,44.8,C,1
COMP_1026,food_processing,gujarat,0.82,208772.36,17397.7,4184.94,171193.34,40.91,0.4105,5,15,0,1,7.49,60.1,B,2
COMP_1027,food_processing,delhi,0.72,112422.8,9368.57,960.07,80944.42,84.31,0.7191,10,15,0,0,6.75,59.0,B,2
COMP_1028,pharma,chhattisgarh,0.92,92492.17,7707.68,2289.24,85092.8,37.17,0.7236,0,5,0,0,8.9,61.5,B,2
COMP_1029,it_services,tamil_nadu,0.68,44572.89,3714.41,888.9,30309.56,34.1,0.9921,0,0,0,0,9.41,55.1,B,2
COMP_1030,steel,chhattisgarh,0.92,884935.02,73744.59,8979.05,814140.22,90.67,0.2397,0,10,0,0,6.58,34.1,D,0
COMP_1031,chemicals,madhya_pradesh,0.83,493506.29,41125.52,10805.28,727033.47,67.29,0.3798,15,0,0,0,8.04,47.6,C,1
COMP_1032,pharma,punjab,0.76,120322.27,10026.86,1742.77,91444.93,52.47,0.5944,0,0,0,0,8.22,55.4,B,2
COMP_1033,steel,karnataka,0.62,886916.87,73909.74,16691.34,1120353.39,67.12,0.1726,0,0,1,0,7.04,46.6,C,1
COMP_1034,paper,bihar,0.84,368772.37,30731.03,7785.96,546963.18,70.25,0.3532,0,0,0,0,7.56,48.8,C,1
COMP_1035,cement,telangana,0.74,672419.26,56034.94,6758.08,930090.32,137.63,0.2033,0,0,0,0,6.19,48.5,C,1
COMP_1036,auto_components,kerala,0.42,546261.02,45521.75,10805.97,229429.63,21.23,0.2516,0,5,0,0,7.28,45.7,C,1
COMP_1037,pharma,rajasthan,0.88,118406.28,9867.19,1112.32,104197.53,93.68,0.8165,10,0,0,0,8.26,62.5,B,2
COMP_1038,it_services,haryana,0.8,141537.09,11794.76,2308.22,113229.67,49.05,0.2939,0,0,0,1,8.11,56.2,B,2
COMP_1039,cement,rajasthan,0.88,482255.26,40187.94,11788.7,734571.21,62.31,0.5384,0,5,0,1,6.12,60.8,B,2
COMP_1040,plastics,andhra_pradesh,0.72,379370.13,31614.18,6934.34,517157.36,74.58,0.1654,50,20,0,0,7.15,57.9,B,2
COMP_1041,textile,kerala,0.42,200238.78,16686.56,2496.74,84100.29,33.68,0.4957,0,5,1,0,7.69,66.3,B+,3
COMP_1042,chemicals,punjab,0.76,432087.99,36007.33,4711.39,328386.87,69.7,0.5851,40,10,1,0,7.97,66.1,B+,3
COMP_1043,cement,maharashtra,0.79,980875.63,81739.64,22199.65,1405790.95,63.32,0.1901,25,0,0,0,6.55,46.9,C,1
COMP_1044,food_processing,andhra_pradesh,0.72,231476.27,19289.69,2058.85,166662.91,80.95,0.5681,0,0,1,1,6.84,67.7,B+,3
COMP_1045,steel,uttar_pradesh,0.85,656526.65,54710.55,8220.34,980325.6,119.26,0.4073,0,5,0,0,6.45,40.9,C,1
COMP_1046,plastics,kerala,0.42,350247.46,29187.29,4632.24,372383.1,80.39,0.3774,0,10,0,1,8.07,67.8,B+,3
COMP_1047,steel,odisha,0.91,785992.84,65499.4,18828.76,1220804.08,64.84,0.3738,0,0,0,1,6.58,55.2,B,2
COMP_1048,plastics,chhattisgarh,0.92,241874.38,20156.2,5925.27,378098.04,63.81,0.4784,25,0,1,1,7.49,61.3,B,2
COMP_1049,cement,delhi,0.72,700457.63,58371.47,15408.04,954863.84,61.97,0.4495,0,0,0,0,6.47,58.6,B,2
COMP_1050,paper,chhattisgarh,0.92,292455.21,24371.27,2883.96,457165.98,158.52,0.4821,0,0,0,1,7.68,52.0,B,2
COMP_1051,pharma,telangana,0.74,341520.73,28460.06,2984.09,252725.34,84.69,0.3869,0,20,1,1,7.71,61.3,B,2
COMP_1052,chemicals,west_bengal,0.9,350238.97,29186.58,6640.72,540488.77,81.39,0.5935,0,0,0,0,8.34,60.2,B,2
COMP_1053,auto_components,andhra_pradesh,0.72,271854.81,22654.57,6049.67,370592.47,61.26,0.7237,5,0,0,0,7.81,60.1,B,2
COMP_1054,cement,karnataka,0.62,908841.81,75736.82,10636.5,1148048.97,107.93,0.2792,30,0,0,0,6.78,48.5,C,1
COMP_1055,cement,telangana,0.74,920521.33,76710.11,16173.02,1273265.11,78.73,0.3584,40,0,0,1,6.57,60.3,B,2
COMP_1056,cement,chhattisgarh,0.92,1071758.01,89313.17,19191.03,986017.37,51.38,0.2789,10,0,0,0,6.94,49.7,C,1
COMP_1057,chemicals,odisha,0.91,267524.7,22293.73,2269.27,243447.48,107.28,0.7109,0,0,0,0,7.7,63.2,B,2
COMP_1058,plastics,jharkhand,0.89,137481.46,11456.79,2949.73,210786.58,71.46,0.5655,25,0,1,0,7.32,71.7,B+,3
COMP_1059,pharma,odisha,0.91,183103.89,15258.66,3938.87,166624.54,42.3,0.5769,0,5,0,0,8.77,50.2,B,2
COMP_1060,pharma,uttar_pradesh,0.85,256510.62,21375.88,3226.1,218034.02,67.58,0.3946,0,5,0,0,8.43,54.9,B,2
COMP_1061,food_processing,karnataka,0.62,67057.9,5588.16,552.79,84707.54,153.24,0.7097,0,5,1,0,6.32,54.8,B,2
COMP_1062,plastics,telangana,0.74,65686.23,5473.85,1054.04,48607.81,46.12,0.8838,0,0,0,1,7.29,69.0,B+,3
COMP_1063,food_processing,uttar_pradesh,0.85,226881.54,18906.79,5168.81,338779.51,65.54,0.507,5,5,0,0,6.8,52.4,B,2
COMP_1064,cement,jharkhand,0.89,1076694.37,89724.53,21059.33,1650787.81,78.39,0.3413,0,0,0,1,6.0,54.7,B,2
COMP_1065,chemicals,bihar,0.84,327439.97,27286.66,3923.74,485658.96,123.77,0.6523,0,0,1,1,7.66,71.8,B+,3
COMP_1066,paper,west_bengal,0.9,268481.18,22373.43,4152.79,241633.06,58.19,0.4901,0,5,1,0,7.34,57.2,B,2
COMP_1067,it_services,madhya_pradesh,0.83,165016.65,13751.39,2617.48,136963.82,52.33,0.2343,25,0,0,0,8.53,51.7,B,2
COMP_1068,food_processing,delhi,0.72,136709.11,11392.43,3191.92,186361.86,58.39,0.689,0,0,0,0,7.36,55.1,B,2
COMP_1069,it_services,maharashtra,0.79,117930.27,9827.52,1091.08,169017.67,154.91,0.5346,10,5,0,0,8.13,54.7,B,2
COMP_1070,auto_components,gujarat,0.82,438222.64,36518.55,10662.27,641207.36,60.14,0.3584,10,5,0,1,6.84,57.0,B,2
COMP_1071,pharma,delhi,0.72,325601.53,27133.46,5329.46,234433.1,43.99,0.3252,0,0,0,1,8.44,55.6,B,2
COMP_1072,chemicals,karnataka,0.62,545290.28,45440.86,9520.17,688810.68,72.35,0.3369,0,0,0,0,7.39,52.0,B,2
COMP_1073,food_processing,telangana,0.74,314519.16,26209.93,7126.2,232744.18,32.66,0.096,0,0,1,0,7.28,49.1,C,1
COMP_1074,plastics,haryana,0.8,239387.55,19948.96,4456.29,191510.04,42.98,0.4877,0,0,0,0,7.1,55.5,B,2
COMP_1075,textile,jharkhand,0.89,258299.94,21525.0,5156.16,229886.95,44.58,0.217,50,0,0,1,7.17,57.0,B,2
COMP_1076,auto_components,gujarat,0.82,151318.19,12609.85,1469.19,221408.78,150.7,0.7675,10,0,0,0,7.72,53.5,B,2
COMP_1077,plastics,telangana,0.74,85767.3,7147.27,2009.3,63467.8,31.59,0.9044,5,5,0,1,8.27,76.4,B+,3
COMP_1078,paper,andhra_pradesh,0.72,172403.95,14367.0,1943.06,235021.06,120.95,0.6775,15,0,0,0,6.69,60.4,B,2
COMP_1079,food_processing,maharashtra,0.79,218084.82,18173.73,4589.44,172287.01,37.54,0.3745,10,0,0,0,7.21,46.6,C,1
COMP_1080,food_processing,kerala,0.42,185762.2,15480.18,1535.41,78020.12,50.81,0.4174,0,0,0,0,6.86,54.9,B,2
COMP_1081,it_services,delhi,0.72,40942.4,3411.87,522.35,29478.53,56.43,0.7954,0,15,0,1,9.25,72.5,B+,3
COMP_1082,pharma,tamil_nadu,0.68,94452.62,7871.05,1908.83,64227.78,33.65,0.8283,0,0,0,1,8.62,70.3,B+,3
COMP_1083,cement,delhi,0.72,748573.7,62381.14,6297.49,538973.06,85.59,0.2351,0,30,0,1,5.99,56.5,B,2
COMP_1084,cement,telangana,0.74,273737.06,22811.42,4635.53,378633.11,81.68,0.9466,0,0,0,1,6.12,69.9,B+,3
COMP_1085,steel,gujarat,0.82,364528.65,30377.39,3014.84,533378.31,176.92,0.639,15,5,1,0,7.08,59.7,B,2
COMP_1086,paper,punjab,0.76,348520.65,29043.39,4084.42,264875.69,64.85,0.2632,10,15,0,1,6.76,57.7,B,2
COMP_1087,auto_components,jharkhand,0.89,172335.11,14361.26,3699.72,264224.2,71.42,0.7693,15,0,0,0,6.57,55.5,B,2
COMP_1088,cement,madhya_pradesh,0.83,718672.44,59889.37,16072.97,1058748.24,65.87,0.3438,15,0,1,0,6.29,55.4,B,2
COMP_1089,paper,jharkhand,0.89,364522.82,30376.9,6928.0,324425.31,46.83,0.4308,15,0,0,1,6.87,57.7,B,2
COMP_1090,steel,punjab,0.76,505694.17,42141.18,8218.88,709590.06,86.34,0.5649,0,0,0,0,6.56,54.4,B,2
COMP_1091,steel,jharkhand,0.89,773628.01,64469.0,18684.7,1186126.46,63.48,0.1796,0,10,0,0,6.62,51.0,B,2
COMP_1092,textile,madhya_pradesh,0.83,101010.12,8417.51,2404.44,148808.11,61.89,0.7335,0,0,0,0,7.84,61.1,B,2
COMP_1093,chemicals,andhra_pradesh,0.72,218537.82,18211.49,5393.27,157347.23,29.17,0.7878,10,0,0,0,7.18,66.3,B+,3
COMP_1094,auto_components,rajasthan,0.88,102281.46,8523.45,2384.78,155795.12,65.33,0.9091,50,0,0,0,7.04,66.8,B+,3
COMP_1095,steel,chhattisgarh,0.92,377229.23,31435.77,9295.02,347050.89,37.34,0.7532,10,0,0,0,6.51,63.3,B,2
COMP_1096,food_processing,delhi,0.72,73323.27,6110.27,1821.54,52792.75,28.98,0.8028,0,0,0,0,6.66,67.2,B+,3
COMP_1097,food_processing,uttar_pradesh,0.85,89558.04,7463.17,2038.12,76124.34,37.35,0.8748,5,15,0,1,7.54,70.8,B+,3
COMP_1098,auto_components,west_bengal,0.9,304369.56,25364.13,4567.05,273932.6,59.98,0.8639,0,10,1,0,6.85,67.7,B+,3
COMP_1099,auto_components,gujarat,0.82,291188.56,24265.71,4983.1,238774.62,47.92,0.6275,0,0,0,0,7.32,66.5,B+,3
COMP_1100,textile,telangana,0.74,36880.49,3073.37,404.4,27291.57,67.49,0.9105,15,5,0,0,8.06,66.1,B+,3
COMP_1101,chemicals,andhra_pradesh,0.72,588035.53,49002.96,12079.93,801610.03,66.36,0.4687,0,15,0,0,8.48,49.6,C,1
COMP_1102,textile,tamil_nadu,0.68,84818.62,7068.22,918.69,57676.66,62.78,0.8018,5,0,0,0,6.96,62.3,B,2
COMP_1103,cement,andhra_pradesh,0.72,1015903.92,84658.66,22279.29,1384880.22,62.16,0.355,0,0,0,1,6.82,49.2,C,1
COMP_1104,it_services,maharashtra,0.79,64073.47,5339.46,1350.61,91830.1,67.99,0.5953,0,0,1,0,9.88,58.7,B,2
COMP_1105,cement,delhi,0.72,754932.93,62911.08,7074.24,1029124.58,145.47,0.5075,0,0,0,0,6.61,55.3,B,2
COMP_1106,paper,madhya_pradesh,0.83,266962.08,22246.84,3748.65,393288.53,104.91,0.4952,0,0,0,0,8.04,54.8,B,2
COMP_1107,it_services,rajasthan,0.88,178246.02,14853.83,3136.12,271504.33,86.57,0.1359,0,15,0,0,8.84,47.6,C,1
COMP_1108,paper,telangana,0.74,190223.31,15851.94,3198.77,263116.88,82.26,0.702,0,0,1,0,7.37,64.4,B,2
COMP_1109,steel,punjab,0.76,647742.78,53978.57,5393.44,908912.68,168.52,0.5494,0,0,0,0,6.17,48.0,C,1
COMP_1110,food_processing,haryana,0.8,105218.75,8768.23,2348.18,151851.7,64.67,0.4272,0,0,1,0,7.42,53.3,B,2
COMP_1111,pharma,uttar_pradesh,0.85,95525.59,7960.47,770.83,81196.75,105.34,0.8664,0,0,0,0,8.86,62.7,B,2
COMP_1112,it_services,tamil_nadu,0.68,143328.35,11944.03,2525.02,97463.28,38.6,0.3015,20,5,0,1,9.36,52.8,B,2
COMP_1113,plastics,punjab,0.76,279837.47,23319.79,4706.65,212676.47,45.19,0.3878,0,0,1,1,7.62,77.6,B+,3
COMP_1114,textile,gujarat,0.82,175174.91,14597.91,3253.83,256315.93,78.77,0.3291,0,10,0,1,7.33,58.2,B,2
COMP_1115,steel,uttar_pradesh,0.85,357308.55,29775.71,6454.09,303712.26,47.06,0.7326,0,0,0,0,7.45,60.8,B,2
COMP_1116,chemicals,rajasthan,0.88,686313.61,57192.8,16523.42,603955.98,36.55,0.2208,10,15,0,1,7.66,62.1,B,2
COMP_1117,auto_components,maharashtra,0.79,148969.2,12414.1,3452.55,213502.66,61.84,0.8714,40,0,1,0,7.68,72.4,B+,3
COMP_1118,auto_components,uttar_pradesh,0.85,232920.7,19410.06,3072.5,197982.59,64.44,0.781,0,0,0,0,7.56,56.8,B,2
COMP_1119,food_processing,jharkhand,0.89,98516.02,8209.67,2266.89,151044.76,66.63,0.7697,0,0,0,1,6.79,73.4,B+,3
COMP_1120,steel,west_bengal,0.9,638609.6,53217.47,5366.38,985502.33,183.64,0.4164,0,15,1,0,6.42,46.1,C,1
COMP_1121,paper,karnataka,0.62,295012.78,24584.4,4532.4,182907.92,40.36,0.6776,15,0,0,0,7.46,63.4,B,2
COMP_1122,chemicals,rajasthan,0.88,154149.55,12845.8,1555.26,234800.6,150.97,0.9853,0,10,0,0,7.03,55.0,B,2
COMP_1123,it_services,kerala,0.42,124204.63,10350.39,2889.63,52165.95,18.05,0.3927,0,5,0,0,9.6,47.2,C,1
COMP_1124,chemicals,bihar,0.84,505953.97,42162.83,10490.8,750430.93,71.53,0.3553,15,0,0,0,8.12,47.2,C,1
COMP_1125,steel,odisha,0.91,639607.58,53300.63,11721.24,993438.49,84.76,0.5288,5,0,0,0,6.87,67.1,B+,3
COMP_1126,plastics,madhya_pradesh,0.83,367552.42,30629.37,5657.91,305068.51,53.92,0.197,0,0,0,0,7.07,46.6,C,1
COMP_1127,cement,odisha,0.91,472469.17,39372.43,11567.2,733839.11,63.44,0.5771,15,10,0,0,6.81,54.0,B,2
COMP_1128,food_processing,chhattisgarh,0.92,225361.22,18780.1,3684.19,207332.32,56.28,0.33,0,0,1,0,7.13,57.3,B,2
COMP_1129,plastics,uttar_pradesh,0.85,168672.67,14056.06,1872.06,143371.77,76.59,0.7276,0,5,1,1,6.87,79.8,B+,3
COMP_1130,paper,delhi,0.72,232867.81,19405.65,3440.79,167664.82,48.73,0.5841,25,0,0,0,7.62,59.2,B,2
COMP_1131,cement,telangana,0.74,428891.29,35740.94,7728.12,593242.44,76.76,0.7512,0,0,0,0,5.99,60.4,B,2
COMP_1132,textile,andhra_pradesh,0.72,295719.53,24643.29,7369.26,212918.06,28.89,0.217,0,10,0,1,7.26,54.1,B,2
COMP_1133,auto_components,gujarat,0.82,266734.7,22227.89,4131.76,390286.21,94.46,0.5913,0,10,1,0,7.27,69.9,B+,3
COMP_1134,food_processing,telangana,0.74,88843.19,7403.6,1063.87,122887.9,115.51,0.7877,15,0,0,0,7.23,66.8,B+,3
COMP_1135,plastics,rajasthan,0.88,105306.24,8775.52,1511.92,92669.49,61.29,0.9629,5,0,0,1,6.85,68.1,B+,3
COMP_1136,chemicals,gujarat,0.82,219870.66,18322.55,2192.24,180293.94,82.24,0.7803,0,0,0,1,7.78,61.7,B,2
COMP_1137,food_processing,telangana,0.74,112991.25,9415.94,2146.31,156289.5,72.82,0.7345,0,0,0,0,7.66,48.9,C,1
COMP_1138,steel,haryana,0.8,645454.02,53787.84,8287.88,931519.25,112.4,0.5139,0,0,0,0,6.95,56.9,B,2
COMP_1139,chemicals,kerala,0.42,126708.27,10559.02,3020.91,134716.24,44.59,0.7847,0,0,0,0,7.38,55.0,B,2
COMP_1140,food_processing,rajasthan,0.88,61810.04,5150.84,616.74,54392.84,88.19,0.9033,15,0,0,1,7.19,70.5,B+,3
COMP_1141,chemicals,odisha,0.91,580677.6,48389.8,4881.15,528416.62,108.26,0.1099,0,0,0,0,7.24,51.0,B,2
COMP_1142,steel,uttar_pradesh,0.85,507715.06,42309.59,11776.72,431557.8,36.64,0.6098,5,5,0,0,6.95,57.3,B,2
COMP_1143,pharma,telangana,0.74,174846.89,14570.57,2954.72,241848.22,81.85,0.8301,0,30,1,0,8.25,64.3,B,2
COMP_1144,food_processing,andhra_pradesh,0.72,231500.82,19291.73,4835.82,315581.91,65.26,0.3258,0,0,0,1,7.18,57.1,B,2
COMP_1145,cement,delhi,0.72,1051447.51,87620.63,15931.17,1433333.25,89.97,0.1414,30,0,0,0,6.08,49.4,C,1
COMP_1146,food_processing,uttar_pradesh,0.85,145436.67,12119.72,1617.12,123621.17,76.45,0.745,25,15,0,1,7.51,73.5,B+,3
COMP_1147,cement,gujarat,0.82,905218.81,75434.9,12036.28,1324516.17,110.04,0.2674,0,0,0,0,7.1,48.3,C,1
COMP_1148,plastics,gujarat,0.82,410969.17,34247.43,3319.52,336994.72,101.52,0.0607,10,0,0,0,7.53,50.7,B,2
COMP_1149,plastics,kerala,0.42,380516.15,31709.68,7129.45,159816.78,22.42,0.3567,0,0,0,0,7.44,46.4,C,1
COMP_1150,cement,chhattisgarh,0.92,346039.99,28836.67,4698.51,540929.71,115.13,0.7876,10,0,0,0,6.29,56.9,B,2
COMP_1151,it_services,punjab,0.76,131096.02,10924.67,1394.34,99632.98,71.46,0.4114,15,0,0,0,9.67,55.0,B,2
COMP_1152,steel,bihar,0.84,264820.53,22068.38,5170.94,222449.25,43.02,0.5503,0,0,0,1,7.16,52.5,B,2
COMP_1153,textile,bihar,0.84,168371.26,14030.94,1944.76,141431.86,72.72,0.6944,0,0,0,1,7.65,65.1,B+,3
COMP_1154,auto_components,telangana,0.74,469761.78,39146.82,10446.65,649774.49,62.2,0.4311,5,0,1,1,7.79,68.2,B+,3
COMP_1155,paper,uttar_pradesh,0.85,308903.56,25741.96,3403.84,461254.8,135.51,0.4887,10,5,0,1,7.23,54.1,B,2
COMP_1156,pharma,gujarat,0.82,245525.9,20460.49,4472.11,201331.24,45.02,0.5268,10,0,0,1,7.64,62.5,B,2
