sme_id,date,year,month,quarter,industry,state,grid_factor,tariff_per_kwh,monthly_kwh,fuel_litres,fuel_type,electricity_co2_kg,fuel_co2_kg,total_co2_kg,electricity_cost_rs,is_monsoon,is_peak_month,is_festival_month,kwh_rolling_3m,kwh_rolling_6m,kwh_lag_1m,kwh_lag_3m,co2_rolling_3m
SME_0234,2023-06-25,2023,6,2,it_services,bihar,0.84,9.56,11480.44,0.0,none,9643.57,0.0,9643.57,109789.33,1,1,0,11744.69,9946.69,11142.8,8040.42,9865.54
SME_0234,2023-07-25,2023,7,3,it_services,bihar,0.84,9.56,9694.95,0.0,none,8143.76,0.0,8143.76,92714.39,1,1,0,10772.73,10351.1,11480.44,12610.84,9049.09
SME_0234,2023-08-24,2023,8,3,it_services,bihar,0.84,9.56,9500.87,0.0,none,7980.73,0.0,7980.73,90858.37,1,1,0,10225.42,10411.72,9694.95,11142.8,8589.35
SME_0234,2023-09-23,2023,9,3,it_services,bihar,0.84,9.56,7454.83,0.0,none,6262.06,0.0,6262.06,71291.76,1,0,0,8883.55,10314.12,9500.87,11480.44,7462.18
SME_0234,2023-10-23,2023,10,4,it_services,bihar,0.84,9.56,7218.98,0.0,none,6063.94,0.0,6063.94,69036.29,0,0,1,8058.23,9415.48,7454.83,9694.95,6768.91
SME_0234,2023-11-22,2023,11,4,it_services,bihar,0.84,9.56,7262.82,0.0,none,6100.77,0.0,6100.77,69455.54,0,0,1,7312.21,8768.82,7218.98,9500.87,6142.26
SME_0234,2023-12-22,2023,12,4,it_services,bihar,0.84,9.56,6801.34,0.0,none,5713.13,0.0,5713.13,65042.33,0,0,0,7094.38,7988.96,7262.82,7454.83,5959.28
SME_0234,2024-01-21,2024,1,1,it_services,bihar,0.84,9.56,7476.43,0.0,none,6280.2,0.0,6280.2,71498.32,0,0,0,7180.2,7619.21,6801.34,7218.98,6031.37
SME_0234,2024-02-20,2024,2,1,it_services,bihar,0.84,9.56,9142.13,0.0,none,7679.39,0.0,7679.39,87427.69,0,0,0,7806.63,7559.42,7476.43,7262.82,6557.57
SME_0234,2024-03-21,2024,3,1,it_services,bihar,0.84,9.56,8669.48,0.0,none,7282.36,0.0,7282.36,82907.66,0,0,0,8429.35,7761.86,9142.13,6801.34,7080.65
SME_0234,2024-04-20,2024,4,2,it_services,bihar,0.84,9.56,11736.42,0.0,none,9858.59,0.0,9858.59,112237.3,0,1,0,9849.34,8514.77,8669.48,7476.43,8273.45
SME_0234,2024-05-20,2024,5,2,it_services,bihar,0.84,9.56,14580.4,0.0,none,12247.54,0.0,12247.54,139434.75,0,1,0,11662.1,9734.37,11736.42,9142.13,9796.16
SME_0234,2024-06-19,2024,6,2,it_services,bihar,0.84,9.56,15060.21,0.0,none,12650.58,0.0,12650.58,144023.25,1,1,0,13792.34,11110.84,14580.4,8669.48,11585.57
SME_0234,2024-07-19,2024,7,3,it_services,bihar,0.84,9.56,12909.33,0.0,none,10843.84,0.0,10843.84,123454.04,1,1,0,14183.31,12016.33,15060.21,11736.42,11913.99
SME_0234,2024-08-18,2024,8,3,it_services,bihar,0.84,9.56,12797.62,0.0,none,10750.0,0.0,10750.0,122385.73,1,1,0,13589.05,12625.58,12909.33,14580.4,11414.81
SME_0234,2024-09-17,2024,9,3,it_services,bihar,0.84,9.56,8334.21,0.0,none,7000.74,0.0,7000.74,79701.41,1,0,0,11347.05,12569.7,12797.62,15060.21,9531.53
SME_0234,2024-10-17,2024,10,4,it_services,bihar,0.84,9.56,6630.67,0.0,none,5569.76,0.0,5569.76,63410.18,0,0,1,9254.17,11718.74,8334.21,12909.33,7773.5
SME_0234,2024-11-16,2024,11,4,it_services,bihar,0.84,9.56,9621.15,0.0,none,8081.77,0.0,8081.77,92008.63,0,0,1,8195.34,10892.2,6630.67,12797.62,6884.09
SME_0235,2022-01-01,2022,1,1,paper,delhi,0.72,7.78,37058.7,0.0,none,26682.26,0.0,26682.26,288236.92,0,1,0,37058.7,37058.7,37058.7,37058.7,26682.26
SME_0235,2022-01-31,2022,1,1,paper,delhi,0.72,7.78,51807.87,0.0,none,37301.67,0.0,37301.67,402953.72,0,1,0,44433.28,44433.28,37058.7,37058.7,31991.96
SME_0235,2022-03-02,2022,3,1,paper,delhi,0.72,7.78,42941.24,0.0,none,30917.69,0.0,30917.69,333990.42,0,1,0,43935.94,43935.94,51807.87,37058.7,31633.87
SME_0235,2022-04-01,2022,4,2,paper,delhi,0.72,7.78,37489.03,0.0,none,26992.1,0.0,26992.1,291583.96,0,0,0,44079.38,42324.21,42941.24,37058.7,31737.15
SME_0235,2022-05-01,2022,5,2,paper,delhi,0.72,7.78,36971.31,0.0,none,26619.34,0.0,26619.34,287557.22,0,0,0,39133.86,41253.63,37489.03,51807.87,28176.38
SME_0235,2022-05-31,2022,5,2,paper,delhi,0.72,7.78,29758.29,0.0,none,21425.97,0.0,21425.97,231455.44,0,0,0,34739.54,39337.74,36971.31,42941.24,25012.47
SME_0235,2022-06-30,2022,6,2,paper,delhi,0.72,7.78,33408.12,0.0,none,24053.85,0.0,24053.85,259843.27,1,0,0,33379.24,38729.31,29758.29,37489.03,24033.05
SME_0235,2022-07-30,2022,7,3,paper,delhi,0.72,7.78,46819.42,0.0,none,33709.98,0.0,33709.98,364154.31,1,1,0,36661.94,37897.9,33408.12,36971.31,26396.6
SME_0235,2022-08-29,2022,8,3,paper,delhi,0.72,7.78,35797.61,0.0,none,25774.28,0.0,25774.28,278428.36,1,1,0,38675.05,36707.3,46819.42,29758.29,27846.04
SME_0235,2022-09-28,2022,9,3,paper,delhi,0.72,7.78,28977.96,0.0,none,20864.13,0.0,20864.13,225386.16,1,0,0,37198.33,35288.78,35797.61,33408.12,26782.8
SME_0235,2022-10-28,2022,10,4,paper,delhi,0.72,7.78,33619.04,0.0,none,24205.71,0.0,24205.71,261483.77,0,0,1,32798.2,34730.07,28977.96,46819.42,23614.71
SME_0235,2022-11-27,2022,11,4,paper,delhi,0.72,7.78,34376.17,0.0,none,24750.84,0.0,24750.84,267372.61,0,0,1,32324.39,35499.72,33619.04,35797.61,23273.56
SME_0235,2022-12-27,2022,12,4,paper,delhi,0.72,7.78,28798.15,0.0,none,20734.67,0.0,20734.67,223987.62,0,0,0,32264.45,34731.39,34376.17,28977.96,23230.41
SME_0235,2023-01-26,2023,1,1,paper,delhi,0.72,7.78,50036.44,0.0,none,36026.24,0.0,36026.24,389175.81,0,1,0,37736.92,35267.56,28798.15,33619.04,27170.58
SME_0235,2023-02-25,2023,2,1,paper,delhi,0.72,7.78,51535.21,0.0,none,37105.35,0.0,37105.35,400833.01,0,1,0,43456.6,37890.5,50036.44,34376.17,31288.75
SME_0235,2023-03-27,2023,3,1,paper,delhi,0.72,7.78,48389.77,0.0,none,34840.63,0.0,34840.63,376368.26,0,1,0,49987.14,41125.8,51535.21,28798.15,35990.74
SME_0235,2023-04-26,2023,4,2,paper,delhi,0.72,7.78,32647.88,0.0,none,23506.47,0.0,23506.47,253930.24,0,0,0,44190.95,40963.94,48389.77,50036.44,31817.48
SME_0235,2023-05-26,2023,5,2,paper,delhi,0.72,7.78,30549.67,0.0,none,21995.76,0.0,21995.76,237610.68,0,0,0,37195.77,40326.19,32647.88,51535.21,26780.95
SME_0235,2023-06-25,2023,6,2,paper,delhi,0.72,7.78,34734.28,0.0,none,25008.68,0.0,25008.68,270157.94,1,0,0,32643.94,41315.54,30549.67,48389.77,23503.64
SME_0235,2023-07-25,2023,7,3,paper,delhi,0.72,7.78,50176.69,0.0,none,36127.22,0.0,36127.22,390266.65,1,1,0,38486.88,41338.92,34734.28,32647.88,27710.55
SME_0235,2023-08-24,2023,8,3,paper,delhi,0.72,7.78,41032.95,0.0,none,29543.72,0.0,29543.72,319148.03,1,1,0,41981.31,39588.54,50176.69,30549.67,30226.54
SME_0235,2023-09-23,2023,9,3,paper,delhi,0.72,7.78,26744.05,0.0,none,19255.72,0.0,19255.72,208011.15,1,0,0,39317.9,35980.92,41032.95,34734.28,28308.89
SME_0235,2023-10-23,2023,10,4,paper,delhi,0.72,7.78,33757.28,0.0,none,24305.24,0.0,24305.24,262558.98,0,0,1,33844.76,36165.82,26744.05,50176.69,24368.23
SME_0235,2023-11-22,2023,11,4,paper,delhi,0.72,7.78,32253.07,0.0,none,23222.21,0.0,23222.21,250859.46,0,0,1,30918.13,36449.72,33757.28,41032.95,22261.06
SME_0235,2023-12-22,2023,12,4,paper,delhi,0.72,7.78,32154.43,0.0,none,23151.19,0.0,23151.19,250092.26,0,0,0,32721.59,36019.74,32253.07,26744.05,23559.55
SME_0235,2024-01-21,2024,1,1,paper,delhi,0.72,7.78,41869.93,0.0,none,30146.35,0.0,30146.35,325657.94,0,1,0,35425.81,34635.28,32154.43,33757.28,25506.58
SME_0235,2024-02-20,2024,2,1,paper,delhi,0.72,7.78,44756.11,0.0,none,32224.4,0.0,32224.4,348106.2,0,1,0,39593.49,35255.81,41869.93,32253.07,28507.31
SME_0235,2024-03-21,2024,3,1,paper,delhi,0.72,7.78,45618.83,0.0,none,32845.56,0.0,32845.56,354816.31,0,1,0,44081.62,38401.61,44756.11,32154.43,31738.77
SME_0235,2024-04-20,2024,4,2,paper,delhi,0.72,7.78,37410.47,0.0,none,26935.54,0.0,26935.54,290972.93,0,0,0,42595.14,39010.47,45618.83,41869.93,30668.5
SME_0235,2024-05-20,2024,5,2,paper,delhi,0.72,7.78,34057.41,0.0,none,24521.34,0.0,24521.34,264893.35,0,0,0,39028.9,39311.2,37410.47,44756.11,28100.81
SME_0235,2024-06-19,2024,6,2,paper,delhi,0.72,7.78,36141.91,0.0,none,26022.18,0.0,26022.18,281106.27,1,0,0,35869.93,39975.78,34057.41,45618.83,25826.35
SME_0235,2024-07-19,2024,7,3,paper,delhi,0.72,7.78,41843.15,0.0,none,30127.07,0.0,30127.07,325449.64,1,1,0,37347.49,39971.31,36141.91,37410.47,26890.2
SME_0235,2024-08-18,2024,8,3,paper,delhi,0.72,7.78,44563.81,0.0,none,32085.94,0.0,32085.94,346610.52,1,1,0,40849.62,39939.26,41843.15,34057.41,29411.73
SME_0235,2024-09-17,2024,9,3,paper,delhi,0.72,7.78,31921.75,0.0,none,22983.66,0.0,22983.66,248282.51,1,0,0,39442.9,37656.42,44563.81,36141.91,28398.89
SME_0235,2024-10-17,2024,10,4,paper,delhi,0.72,7.78,32840.26,0.0,none,23644.99,0.0,23644.99,255426.54,0,0,1,36441.94,36894.72,31921.75,41843.15,26238.2
SME_0235,2024-11-16,2024,11,4,paper,delhi,0.72,7.78,35273.47,0.0,none,25396.9,0.0,25396.9,274351.67,0,0,1,33345.16,37097.39,32840.26,44563.81,24008.52
SME_0236,2022-01-01,2022,1,1,steel,delhi,0.72,5.81,31153.91,623.08,diesel,22430.82,1669.85,24100.67,180850.72,0,1,0,31153.91,31153.91,31153.91,31153.91,24100.67
SME_0236,2022-01-31,2022,1,1,steel,delhi,0.72,5.81,32552.22,648.34,diesel,23437.6,1737.55,25175.15,188968.01,0,1,0,31853.06,31853.06,31153.91,31153.91,24637.91
SME_0236,2022-03-02,2022,3,1,steel,delhi,0.72,5.81,35053.78,639.87,diesel,25238.72,1714.85,26953.57,203489.75,0,1,0,32919.97,32919.97,32552.22,31153.91,25409.8
SME_0236,2022-04-01,2022,4,2,steel,delhi,0.72,5.81,26118.61,469.02,diesel,18805.4,1256.97,20062.37,151620.44,0,0,0,31241.54,31219.63,35053.78,31153.91,24063.7
SME_0236,2022-05-01,2022,5,2,steel,delhi,0.72,5.81,27666.22,500.88,diesel,19919.68,1342.36,21262.04,160604.43,0,0,0,29612.87,30508.95,26118.61,32552.22,22759.33
SME_0236,2022-05-31,2022,5,2,steel,delhi,0.72,5.81,28197.07,508.4,diesel,20301.89,1362.51,21664.4,163686.05,0,0,0,27327.3,30123.64,27666.22,35053.78,20996.27
SME_0236,2022-06-30,2022,6,2,steel,delhi,0.72,5.81,23476.21,436.26,diesel,16902.87,1169.18,18072.05,136281.11,1,0,0,26446.5,28844.02,28197.07,26118.61,20332.83
SME_0236,2022-07-30,2022,7,3,steel,delhi,0.72,5.81,23352.78,493.28,diesel,16814.0,1321.99,18135.99,135564.59,1,0,0,25008.69,27310.78,23476.21,27666.22,19290.81
SME_0236,2022-08-29,2022,8,3,steel,delhi,0.72,5.81,17171.78,380.27,diesel,12363.68,1019.12,13382.8,99683.44,1,0,0,21333.59,24330.44,23352.78,28197.07,16530.28
SME_0236,2022-09-28,2022,9,3,steel,delhi,0.72,5.81,24095.38,508.53,diesel,17348.67,1362.86,18711.53,139875.44,1,0,0,21539.98,23993.24,17171.78,23476.21,16743.44
SME_0236,2022-10-28,2022,10,4,steel,delhi,0.72,5.81,32549.32,642.95,diesel,23435.51,1723.11,25158.62,188951.18,0,1,1,24605.49,24807.09,24095.38,23352.78,19084.32
SME_0236,2022-11-27,2022,11,4,steel,delhi,0.72,5.81,33437.29,648.21,diesel,24074.85,1737.2,25812.05,194105.91,0,1,1,30027.33,25680.46,32549.32,17171.78,23227.4
SME_0236,2022-12-27,2022,12,4,steel,delhi,0.72,5.81,28892.42,579.3,diesel,20802.54,1552.52,22355.06,167722.61,0,1,0,31626.34,26583.16,33437.29,24095.38,24441.91
SME_0236,2023-01-26,2023,1,1,steel,delhi,0.72,5.81,32772.05,621.76,diesel,23595.88,1666.32,25262.2,190244.14,0,1,0,31700.59,28153.04,28892.42,32549.32,24476.44
SME_0236,2023-02-25,2023,2,1,steel,delhi,0.72,5.81,38282.82,689.0,diesel,27563.63,1846.52,29410.15,222234.56,0,1,0,33315.76,31671.55,32772.05,33437.29,25675.8
SME_0236,2023-03-27,2023,3,1,steel,delhi,0.72,5.81,39737.86,688.39,diesel,28611.26,1844.89,30456.15,230681.18,0,1,0,36930.91,34278.63,38282.82,28892.42,28376.17
SME_0236,2023-04-26,2023,4,2,steel,delhi,0.72,5.81,28377.38,483.71,diesel,20431.71,1296.34,21728.05,164732.76,0,0,0,35466.02,33583.3,39737.86,32772.05,27198.12
SME_0236,2023-05-26,2023,5,2,steel,delhi,0.72,5.81,28616.8,491.88,diesel,20604.1,1318.24,21922.34,166122.61,0,0,0,32244.01,32779.89,28377.38,38282.82,24702.18
SME_0236,2023-06-25,2023,6,2,steel,delhi,0.72,5.81,30420.55,539.01,diesel,21902.8,1444.55,23347.35,176593.51,1,0,0,29138.24,33034.58,28616.8,39737.86,22332.58
SME_0236,2023-07-25,2023,7,3,steel,delhi,0.72,5.81,20467.93,412.31,diesel,14736.91,1104.99,15841.9,118817.83,1,0,0,26501.76,30983.89,30420.55,28377.38,20370.53
SME_0236,2023-08-24,2023,8,3,steel,delhi,0.72,5.81,22224.43,469.45,diesel,16001.59,1258.13,17259.72,129014.44,1,0,0,24370.97,28307.49,20467.93,28616.8,18816.32
SME_0236,2023-09-23,2023,9,3,steel,delhi,0.72,5.81,27311.91,549.91,diesel,19664.58,1473.76,21138.34,158547.63,1,0,0,23334.76,26236.5,22224.43,30420.55,18079.99
SME_0236,2023-10-23,2023,10,4,steel,delhi,0.72,5.81,35119.19,661.94,diesel,25285.82,1774.0,27059.82,203869.46,0,1,1,28218.51,27360.14,27311.91,20467.93,21819.29
SME_0236,2023-11-22,2023,11,4,steel,delhi,0.72,5.81,33802.73,625.39,diesel,24337.97,1676.05,26014.02,196227.31,0,1,1,32077.94,28224.46,35119.19,22224.43,24737.39
SME_0236,2023-12-22,2023,12,4,steel,delhi,0.72,5.81,26767.81,512.3,diesel,19272.82,1372.96,20645.78,155389.09,0,1,0,31896.58,27615.67,33802.73,27311.91,24573.21
SME_0236,2024-01-21,2024,1,1,steel,delhi,0.72,5.81,33131.22,600.11,diesel,23854.48,1608.29,25462.77,192329.15,0,1,0,31233.92,29726.22,26767.81,35119.19,24040.86
SME_0236,2024-02-20,2024,2,1,steel,delhi,0.72,5.81,33023.95,567.54,diesel,23777.24,1521.01,25298.25,191706.44,0,1,0,30974.33,31526.14,33131.22,33802.73,23802.27
SME_0236,2024-03-21,2024,3,1,steel,delhi,0.72,5.81,37660.88,623.09,diesel,27115.83,1669.88,28785.71,218624.16,0,1,0,34605.35,33250.96,33023.95,26767.81,26515.58
SME_0236,2024-04-20,2024,4,2,steel,delhi,0.72,5.81,27383.08,445.86,diesel,19715.82,1194.9,20910.72,158960.78,0,0,0,32689.3,31961.61,37660.88,33131.22,24998.23
SME_0236,2024-05-20,2024,5,2,steel,delhi,0.72,5.81,26511.29,435.36,diesel,19088.13,1166.76,20254.89,153899.97,0,0,0,30518.42,30746.37,27383.08,33023.95,23317.11
SME_0236,2024-06-19,2024,6,2,steel,delhi,0.72,5.81,22736.09,384.95,diesel,16369.98,1031.67,17401.65,131984.66,1,0,0,25543.49,30074.42,26511.29,37660.88,19522.42
SME_0236,2024-07-19,2024,7,3,steel,delhi,0.72,5.81,28276.67,544.39,diesel,20359.2,1458.97,21818.17,164148.13,1,0,0,25841.35,29265.33,22736.09,27383.08,19824.9
SME_0236,2024-08-18,2024,8,3,steel,delhi,0.72,5.81,23065.9,465.73,diesel,16607.45,1248.16,17855.61,133899.23,1,0,0,24692.89,27605.65,28276.67,26511.29,19025.14
SME_0236,2024-09-17,2024,9,3,steel,delhi,0.72,5.81,25597.79,492.74,diesel,18430.41,1320.54,19750.95,148597.04,1,0,0,25646.79,25595.14,23065.9,22736.09,19808.24
SME_0236,2024-10-17,2024,10,4,steel,delhi,0.72,5.81,33456.78,602.99,diesel,24088.88,1616.01,25704.89,194219.05,0,1,1,27373.49,26607.42,25597.79,28276.67,21103.82
SME_0236,2024-11-16,2024,11,4,steel,delhi,0.72,5.81,30447.88,538.74,diesel,21922.47,1443.82,23366.29,176752.16,0,1,1,29834.15,27263.52,33456.78,23065.9,22940.71
SME_0237,2022-01-01,2022,1,1,textile,delhi,0.72,8.39,4575.66,0.0,none,3294.48,0.0,3294.48,38391.47,0,0,0,4575.66,4575.66,4575.66,4575.66,3294.48
SME_0237,2022-01-31,2022,1,1,textile,delhi,0.72,8.39,3654.19,0.0,none,2631.02,0.0,2631.02,30660.0,0,0,0,4114.92,4114.92,4575.66,4575.66,2962.75
SME_0237,2022-03-02,2022,3,1,textile,delhi,0.72,8.39,6580.99,0.0,none,4738.31,0.0,4738.31,55216.93,0,1,0,4936.95,4936.95,3654.19,4575.66,3554.6
SME_0237,2022-04-01,2022,4,2,textile,delhi,0.72,8.39,6638.2,0.0,none,4779.5,0.0,4779.5,55696.94,0,1,0,5624.46,5362.26,6580.99,4575.66,4049.61
SME_0237,2022-05-01,2022,5,2,textile,delhi,0.72,8.39,4517.41,0.0,none,3252.54,0.0,3252.54,37902.73,0,1,0,5912.2,5193.29,6638.2,3654.19,4256.78
SME_0237,2022-05-31,2022,5,2,textile,delhi,0.72,8.39,5640.92,0.0,none,4061.46,0.0,4061.46,47329.4,0,1,0,5598.84,5267.9,4517.41,6580.99,4031.17
SME_0237,2022-06-30,2022,6,2,textile,delhi,0.72,8.39,3635.7,0.0,none,2617.7,0.0,2617.7,30504.86,1,0,0,4598.01,5111.23,5640.92,6638.2,3310.57
SME_0237,2022-07-30,2022,7,3,textile,delhi,0.72,8.39,4162.24,0.0,none,2996.81,0.0,2996.81,34922.73,1,0,0,4479.62,5195.91,3635.7,4517.41,3225.32
SME_0237,2022-08-29,2022,8,3,textile,delhi,0.72,8.39,3922.08,0.0,none,2823.9,0.0,2823.9,32907.7,1,0,0,3906.67,4752.76,4162.24,5640.92,2812.8
SME_0237,2022-09-28,2022,9,3,textile,delhi,0.72,8.39,3787.56,0.0,none,2727.04,0.0,2727.04,31779.02,1,0,0,3957.29,4277.65,3922.08,3635.7,2849.25
SME_0237,2022-10-28,2022,10,4,textile,delhi,0.72,8.39,5402.28,0.0,none,3889.64,0.0,3889.64,45327.12,0,1,1,4370.64,4425.13,3787.56,4162.24,3146.86
SME_0237,2022-11-27,2022,11,4,textile,delhi,0.72,8.39,5553.24,0.0,none,3998.33,0.0,3998.33,46593.73,0,1,1,4914.36,4410.52,5402.28,3922.08,3538.34
SME_0237,2022-12-27,2022,12,4,textile,delhi,0.72,8.39,3820.16,0.0,none,2750.52,0.0,2750.52,32052.55,0,0,0,4925.23,4441.26,5553.24,3787.56,3546.16
SME_0237,2023-01-26,2023,1,1,textile,delhi,0.72,8.39,3880.39,0.0,none,2793.88,0.0,2793.88,32557.9,0,0,0,4417.93,4394.29,3820.16,5402.28,3180.91
SME_0237,2023-02-25,2023,2,1,textile,delhi,0.72,8.39,4585.63,0.0,none,3301.65,0.0,3301.65,38475.12,0,0,0,4095.39,4504.88,3880.39,5553.24,2948.68
SME_0237,2023-03-27,2023,3,1,textile,delhi,0.72,8.39,5631.09,0.0,none,4054.38,0.0,4054.38,47246.92,0,1,0,4699.04,4812.13,4585.63,3820.16,3383.3
SME_0237,2023-04-26,2023,4,2,textile,delhi,0.72,8.39,5898.44,0.0,none,4246.88,0.0,4246.88,49490.08,0,1,0,5371.72,4894.82,5631.09,3880.39,3867.64
SME_0237,2023-05-26,2023,5,2,textile,delhi,0.72,8.39,6412.83,0.0,none,4617.24,0.0,4617.24,53806.0,0,1,0,5980.79,5038.09,5898.44,4585.63,4306.17
SME_0237,2023-06-25,2023,6,2,textile,delhi,0.72,8.39,4137.99,0.0,none,2979.35,0.0,2979.35,34719.26,1,0,0,5483.09,5091.06,6412.83,5631.09,3947.82
SME_0237,2023-07-25,2023,7,3,textile,delhi,0.72,8.39,3646.53,0.0,none,2625.5,0.0,2625.5,30595.73,1,0,0,4732.45,5052.08,4137.99,5898.44,3407.36
SME_0237,2023-08-24,2023,8,3,textile,delhi,0.72,8.39,4113.25,0.0,none,2961.54,0.0,2961.54,34511.68,1,0,0,3965.92,4973.35,3646.53,6412.83,2855.46
SME_0237,2023-09-23,2023,9,3,textile,delhi,0.72,8.39,3548.56,0.0,none,2554.96,0.0,2554.96,29773.72,1,0,0,3769.45,4626.27,4113.25,4137.99,2714.0
SME_0237,2023-10-23,2023,10,4,textile,delhi,0.72,8.39,5251.17,0.0,none,3780.84,0.0,3780.84,44059.25,0,1,1,4304.33,4518.39,3548.56,3646.53,3099.11
SME_0237,2023-11-22,2023,11,4,textile,delhi,0.72,8.39,5733.1,0.0,none,4127.83,0.0,4127.83,48102.82,0,1,1,4844.28,4405.1,5251.17,4113.25,3487.88
SME_0237,2023-12-22,2023,12,4,textile,delhi,0.72,8.39,3590.52,0.0,none,2585.17,0.0,2585.17,30125.78,0,0,0,4858.26,4313.85,5733.1,3548.56,3497.95
SME_0237,2024-01-21,2024,1,1,textile,delhi,0.72,8.39,4145.78,0.0,none,2984.96,0.0,2984.96,34784.62,0,0,0,4489.8,4397.06,3590.52,5251.17,3232.65
SME_0237,2024-02-20,2024,2,1,textile,delhi,0.72,8.39,4220.79,0.0,none,3038.97,0.0,3038.97,35413.98,0,0,0,3985.7,4414.99,4145.78,5733.1,2869.7
SME_0237,2024-03-21,2024,3,1,textile,delhi,0.72,8.39,6155.35,0.0,none,4431.85,0.0,4431.85,51645.65,0,1,0,4840.64,4849.45,4220.79,3590.52,3485.26
SME_0237,2024-04-20,2024,4,2,textile,delhi,0.72,8.39,6249.95,0.0,none,4499.96,0.0,4499.96,52439.38,0,1,0,5542.03,5015.92,6155.35,4145.78,3990.26
SME_0237,2024-05-20,2024,5,2,textile,delhi,0.72,8.39,7167.27,0.0,none,5160.43,0.0,5160.43,60136.03,0,1,0,6524.19,5254.94,6249.95,4220.79,4697.41
SME_0237,2024-06-19,2024,6,2,textile,delhi,0.72,8.39,4582.56,0.0,none,3299.44,0.0,3299.44,38449.37,1,0,0,5999.93,5420.28,7167.27,6155.35,4319.94
SME_0237,2024-07-19,2024,7,3,textile,delhi,0.72,8.39,3497.66,0.0,none,2518.32,0.0,2518.32,29346.66,1,0,0,5082.5,5312.26,4582.56,6249.95,3659.4
SME_0237,2024-08-18,2024,8,3,textile,delhi,0.72,8.39,4371.79,0.0,none,3147.69,0.0,3147.69,36680.93,1,0,0,4150.67,5337.43,3497.66,7167.27,2988.48
SME_0237,2024-09-17,2024,9,3,textile,delhi,0.72,8.39,4071.23,0.0,none,2931.29,0.0,2931.29,34159.12,1,0,0,3980.23,4990.08,4371.79,4582.56,2865.77
SME_0237,2024-10-17,2024,10,4,textile,delhi,0.72,8.39,6168.65,0.0,none,4441.43,0.0,4441.43,51757.24,0,1,1,4870.56,4976.53,4071.23,3497.66,3506.8
SME_0237,2024-11-16,2024,11,4,textile,delhi,0.72,8.39,6533.16,0.0,none,4703.88,0.0,4703.88,54815.62,0,1,1,5591.01,4870.84,6168.65,4371.79,4025.53
SME_0238,2022-01-01,2022,1,1,food_processing,gujarat,0.82,6.28,7611.61,152.23,diesel,6241.52,407.98,6649.5,47811.85,0,1,0,7611.61,7611.61,7611.61,7611.61,6649.5
SME_0238,2022-01-31,2022,1,1,food_processing,gujarat,0.82,6.28,7157.43,142.67,diesel,5869.09,382.36,6251.45,44958.94,0,1,0,7384.52,7384.52,7611.61,7611.61,6450.48
SME_0238,2022-03-02,2022,3,1,food_processing,gujarat,0.82,6.28,4782.33,87.44,diesel,3921.51,234.34,4155.85,30039.9,0,0,0,6517.12,6517.12,7157.43,7611.61,5685.6
SME_0238,2022-04-01,2022,4,2,food_processing,gujarat,0.82,6.28,5427.45,97.7,diesel,4450.51,261.84,4712.35,34092.18,0,0,0,5789.07,6244.7,4782.33,7611.61,5039.88
SME_0238,2022-05-01,2022,5,2,food_processing,gujarat,0.82,6.28,5590.82,101.55,diesel,4584.47,272.15,4856.62,35118.38,0,0,0,5266.87,6113.93,5427.45,7157.43,4574.94
SME_0238,2022-05-31,2022,5,2,food_processing,gujarat,0.82,6.28,4141.51,74.98,diesel,3396.04,200.95,3596.99,26014.63,0,0,0,5053.26,5785.19,5590.82,4782.33,4388.65
SME_0238,2022-06-30,2022,6,2,food_processing,gujarat,0.82,6.28,3855.81,72.0,diesel,3161.76,192.96,3354.72,24220.03,1,0,0,4529.38,5159.22,4141.51,5427.45,3936.11
SME_0238,2022-07-30,2022,7,3,food_processing,gujarat,0.82,6.28,4222.11,82.52,diesel,3462.13,221.15,3683.28,26520.92,1,0,0,4073.14,4670.0,3855.81,5590.82,3545.0
SME_0238,2022-08-29,2022,8,3,food_processing,gujarat,0.82,6.28,4496.31,92.2,diesel,3686.97,247.1,3934.07,28243.29,1,0,0,4191.41,4622.34,4222.11,4141.51,3657.36
SME_0238,2022-09-28,2022,9,3,food_processing,gujarat,0.82,6.28,4173.35,88.72,diesel,3422.15,237.77,3659.92,26214.63,1,0,0,4297.26,4413.32,4496.31,3855.81,3759.09
SME_0238,2022-10-28,2022,10,4,food_processing,gujarat,0.82,6.28,7767.26,154.66,diesel,6369.15,414.49,6783.64,48789.55,0,1,1,5478.97,4776.06,4173.35,4222.11,4792.54
SME_0238,2022-11-27,2022,11,4,food_processing,gujarat,0.82,6.28,6873.49,134.43,diesel,5636.26,360.27,5996.53,43175.39,0,1,1,6271.37,5231.39,7767.26,4496.31,5480.03
SME_0238,2022-12-27,2022,12,4,food_processing,gujarat,0.82,6.28,5559.41,112.54,diesel,4558.72,301.61,4860.33,34921.08,0,1,0,6733.39,5515.32,6873.49,4173.35,5880.17
SME_0238,2023-01-26,2023,1,1,food_processing,gujarat,0.82,6.28,6301.35,120.79,diesel,5167.11,323.72,5490.83,39581.53,0,1,0,6244.75,5861.86,5559.41,7767.26,5449.23
SME_0238,2023-02-25,2023,2,1,food_processing,gujarat,0.82,6.28,8122.58,147.82,diesel,6660.52,396.16,7056.68,51021.47,0,1,0,6661.11,6466.24,6301.35,6873.49,5802.61
