scenario_id,industry,state,grid_factor,solar_irradiation,monthly_kwh,baseline_co2_kg,tariff_per_kwh,solar_percent,ev_percent,peak_shift_hours,solar_co2_saved,ev_co2_saved,peak_co2_saved,total_co2_saved_kg,new_monthly_co2_kg,cost_saved_rs_month,cost_saved_rs_year,reduction_percent
SIM_02855,auto_components,delhi,0.72,4.9,27231.86,19606.94,7.42,79.49,59.6,4.56,13724.86,2875.09,1787.03,17886.85,1720.09,289435.47,3473225.65,91.23
SIM_02856,chemicals,chhattisgarh,0.92,4.9,38997.55,35877.75,6.78,13.73,20.6,0.94,5099.39,938.89,677.59,7234.63,28643.11,92684.32,1112211.88,20.16
SIM_02857,cement,maharashtra,0.79,5.1,77303.23,61069.55,6.61,0.59,20.03,0.73,386.91,1347.64,887.57,2706.11,58363.44,75491.05,905892.57,4.43
SIM_02858,pharma,delhi,0.72,4.9,9794.49,7052.03,7.82,65.38,53.65,1.37,4771.91,707.11,193.61,5726.26,1325.77,87506.79,1050081.52,81.2
SIM_02859,cement,rajasthan,0.88,5.8,85346.7,75105.09,6.42,29.85,42.85,7.63,26229.24,4727.08,11462.56,39704.94,35400.15,478342.68,5740112.21,52.87
SIM_02860,textile,delhi,0.72,4.9,11684.15,8412.59,6.54,56.04,16.62,0.43,4879.62,252.31,72.12,4739.21,3673.38,57053.3,684639.56,56.33
SIM_02861,steel,rajasthan,0.88,5.8,41809.61,36792.45,5.95,55.05,36.61,5.69,23696.24,1305.63,4186.27,26411.01,10381.44,241188.11,2894257.28,71.78
SIM_02862,steel,west_bengal,0.9,4.5,54277.11,48849.4,7.36,8.71,8.94,7.01,4149.5,763.25,6845.17,12846.87,36002.53,93638.56,1123662.73,26.3
SIM_02863,textile,tamil_nadu,0.68,5.0,22363.47,15207.16,7.4,44.38,55.37,6.78,7086.51,1653.2,2062.0,11746.88,3460.28,163638.71,1963664.53,77.25
SIM_02864,auto_components,punjab,0.76,5.0,36037.33,27388.37,6.38,0.5,54.95,7.59,143.84,3123.18,4156.67,8139.52,19248.85,170662.28,2047947.3,29.72
SIM_02865,pharma,madhya_pradesh,0.83,5.3,33360.89,27689.54,9.3,53.71,2.42,7.34,16284.76,133.6,4065.5,19433.39,8256.15,203212.97,2438555.64,70.18
SIM_02866,it_services,punjab,0.76,5.0,12833.67,9753.59,9.19,25.0,18.19,3.31,2560.08,358.32,646.25,3676.81,6076.78,51525.16,618301.88,37.7
SIM_02867,pharma,madhya_pradesh,0.83,5.3,9224.21,7656.1,8.13,4.08,41.72,2.24,342.24,459.62,343.4,989.24,6666.86,28924.15,347089.79,12.92
SIM_02868,auto_components,uttar_pradesh,0.85,4.8,10819.07,9196.21,8.17,34.17,50.97,6.97,3205.59,514.66,1281.83,5030.52,4165.69,62390.61,748687.28,54.7
SIM_02869,textile,jharkhand,0.89,4.6,19495.24,17350.76,7.14,70.51,10.35,0.71,12112.34,262.9,245.61,10832.92,6517.85,112499.01,1349988.15,62.43
SIM_02870,paper,odisha,0.91,4.7,17561.6,15981.06,6.91,59.42,26.8,2.98,9543.49,736.33,952.7,11390.18,4590.88,116351.91,1396222.97,71.27
SIM_02871,auto_components,andhra_pradesh,0.72,5.4,22380.34,16113.84,7.57,40.26,44.71,5.44,7200.4,1333.86,1754.07,10560.41,5553.43,147320.98,1767851.73,65.54
SIM_02872,textile,uttar_pradesh,0.85,4.8,24126.03,20507.13,7.01,58.5,2.74,7.77,12235.64,59.14,3187.28,14084.11,6423.02,112064.8,1344777.57,68.68
SIM_02873,food_processing,odisha,0.91,4.7,7677.35,6986.39,7.68,50.4,27.88,5.51,3539.1,190.06,770.55,4496.29,2490.1,42594.61,511135.36,64.36
SIM_02874,food_processing,telangana,0.74,5.2,26662.97,19730.6,6.87,55.93,9.25,3.0,11917.78,425.73,1183.07,13337.5,6393.1,135247.86,1622974.32,67.6
SIM_02875,textile,uttar_pradesh,0.85,4.8,11123.97,9455.38,7.15,19.57,32.32,2.46,1887.5,555.34,465.73,2885.84,6569.54,47154.21,565850.48,30.52
SIM_02876,food_processing,madhya_pradesh,0.83,5.3,22859.19,18973.13,7.59,40.07,1.52,5.17,8323.98,41.71,1962.1,10947.02,8026.11,83709.05,1004508.61,57.7
SIM_02877,steel,madhya_pradesh,0.83,5.3,55469.7,46039.85,7.5,2.22,46.39,1.73,1118.46,3361.44,1597.0,5614.13,40425.72,194094.59,2329135.04,12.19
SIM_02878,pharma,delhi,0.72,4.9,7821.84,5631.72,8.71,3.51,31.74,2.83,204.37,325.65,319.0,797.0,4834.72,19768.13,237217.54,14.15
SIM_02879,paper,madhya_pradesh,0.83,5.3,34496.44,28632.04,6.51,53.58,35.52,1.84,16798.84,1445.1,1056.36,22121.93,6510.12,211426.37,2537116.42,77.26
SIM_02880,chemicals,kerala,0.42,4.2,22894.15,9615.54,6.8,24.78,29.52,6.9,2215.83,1414.99,1326.44,5531.43,4084.11,100849.26,1210191.1,57.53
SIM_02881,pharma,delhi,0.72,4.9,16826.26,12114.91,8.43,27.03,21.69,7.82,3389.08,528.11,1895.58,5509.41,6605.5,72486.75,869841.02,45.48
SIM_02882,plastics,uttar_pradesh,0.85,4.8,14441.88,12275.6,8.06,20.66,2.57,3.5,2586.33,35.53,860.24,3125.2,9150.4,28882.58,346590.92,25.46
SIM_02883,steel,delhi,0.72,4.9,49343.26,35527.15,5.96,46.94,12.36,1.46,17261.17,917.46,1039.09,20010.4,15516.75,190971.6,2291659.21,56.32
SIM_02884,chemicals,gujarat,0.82,5.6,40721.56,33391.68,8.73,64.74,41.67,3.2,23374.17,2669.36,2138.15,29466.78,3924.89,397194.0,4766328.02,88.25
SIM_02885,it_services,punjab,0.76,5.0,12858.84,9772.72,9.2,14.89,15.56,1.77,1527.68,282.77,345.88,2048.01,7724.71,34135.75,409629.05,20.96
SIM_02886,food_processing,tamil_nadu,0.68,5.0,25206.22,17140.23,5.96,45.65,8.66,7.53,8215.19,301.4,2580.31,10108.86,7031.37,93334.65,1120015.84,58.98
SIM_02887,cement,chhattisgarh,0.92,4.9,70669.24,65015.7,6.07,57.94,22.44,1.39,38985.62,1280.68,1811.48,38187.31,26828.4,333757.25,4005086.99,58.74
SIM_02888,textile,jharkhand,0.89,4.6,6457.17,5746.89,8.21,42.38,33.2,4.98,2411.3,273.96,572.34,3468.29,2278.6,39111.43,469337.21,60.35
SIM_02889,pharma,bihar,0.84,4.7,17387.85,14605.79,6.98,11.76,14.37,3.39,1726.47,286.82,991.19,2679.56,11926.24,32246.58,386958.97,18.35
SIM_02890,auto_components,bihar,0.84,4.7,15823.25,13291.53,7.62,33.26,33.51,1.55,4442.24,458.87,411.37,4902.6,8388.94,66098.93,793187.14,36.89
SIM_02891,cement,uttar_pradesh,0.85,4.8,50825.7,43201.84,5.93,73.86,10.21,3.39,30241.29,510.88,2926.94,28303.11,14898.73,244799.85,2937598.24,65.51
SIM_02892,food_processing,uttar_pradesh,0.85,4.8,27223.42,23139.91,6.09,14.09,39.89,5.4,3326.72,1625.29,2498.38,6900.4,16239.51,117311.24,1407734.91,29.82
SIM_02893,it_services,gujarat,0.82,5.6,11037.2,9050.5,7.96,32.25,26.14,4.92,3327.77,399.18,891.02,4662.0,4388.5,56077.22,672926.62,51.51
SIM_02894,paper,chhattisgarh,0.92,4.9,7521.24,6919.54,7.96,45.99,38.66,7.48,3293.99,310.69,1035.82,4805.74,2113.8,48922.35,587068.18,69.45
SIM_02895,textile,punjab,0.76,5.0,14775.58,11229.44,6.62,47.94,25.48,1.71,5652.76,636.48,384.12,7016.07,4213.37,82644.08,991728.96,62.48
SIM_02896,steel,haryana,0.8,5.1,65276.99,52221.59,5.95,6.04,59.88,1.35,3359.2,6045.92,1412.11,12515.74,39705.85,344500.99,4134011.93,23.97
SIM_02897,chemicals,chhattisgarh,0.92,4.9,13875.69,12765.63,7.16,64.21,37.33,1.43,8483.07,588.25,365.29,9767.42,2998.22,100437.31,1205247.66,76.51
SIM_02898,plastics,punjab,0.76,5.0,7076.13,5377.86,7.27,11.3,13.7,3.64,637.93,110.25,391.07,1054.2,4323.66,12837.52,154050.25,19.6
SIM_02899,auto_components,rajasthan,0.88,5.8,12664.37,11144.65,7.81,66.35,19.92,2.38,7801.25,407.98,529.88,9695.76,1448.89,93227.85,1118734.22,87.0
SIM_02900,steel,gujarat,0.82,5.6,79434.67,65136.43,6.78,5.03,29.49,7.08,3737.03,2868.46,9229.41,15133.15,50003.28,206041.74,2472500.84,23.23
SIM_02901,paper,rajasthan,0.88,5.8,30355.38,26712.74,7.02,24.57,54.66,0.92,7678.88,1635.55,490.08,8679.57,18033.16,153040.09,1836481.07,32.49
SIM_02902,it_services,odisha,0.91,4.7,12710.7,11566.74,7.84,20.29,30.63,1.33,2358.05,473.48,307.51,3005.1,8561.64,47953.65,575443.79,25.98
SIM_02903,auto_components,jharkhand,0.89,4.6,14582.32,12978.27,7.71,35.38,41.18,0.86,4545.71,903.56,223.36,5406.57,7571.69,90410.13,1084921.57,41.66
SIM_02904,cement,bihar,0.84,4.7,74497.02,62577.5,6.01,54.43,3.92,7.75,34228.42,395.05,9705.01,41951.22,20626.27,287100.19,3445202.31,67.04
SIM_02905,plastics,uttar_pradesh,0.85,4.8,34966.77,29721.75,7.52,77.05,38.51,1.65,20805.23,1917.21,979.46,25681.85,4039.9,290642.23,3487706.79,86.41
SIM_02906,steel,chhattisgarh,0.92,4.9,24490.95,22531.68,5.85,30.17,31.26,0.78,7036.0,612.5,353.48,6842.33,15689.35,80405.97,964871.61,30.37
SIM_02907,pharma,haryana,0.8,5.1,30176.04,24140.83,7.67,64.48,50.19,4.14,16577.83,2517.56,1998.66,19143.69,4997.13,296383.27,3556599.28,79.3
SIM_02908,steel,delhi,0.72,4.9,42066.79,30288.09,5.93,44.77,9.47,4.79,14035.81,414.68,2904.21,18112.81,12175.27,143286.57,1719438.8,59.8
SIM_02909,plastics,jharkhand,0.89,4.6,25746.7,22914.57,6.79,42.27,36.36,7.03,9588.35,1326.71,3223.19,15406.12,7508.45,154653.2,1855838.4,67.23
SIM_02910,food_processing,punjab,0.76,5.0,21505.49,16344.17,6.71,0.68,42.11,2.36,117.42,1327.99,771.18,2512.43,13831.74,70682.71,848192.49,15.37
SIM_02911,textile,uttar_pradesh,0.85,4.8,10754.51,9141.33,8.08,73.3,56.31,1.26,6398.93,510.64,229.87,7141.86,1999.48,89191.99,1070303.85,78.13
SIM_02912,textile,andhra_pradesh,0.72,5.4,12591.68,9066.01,8.61,14.52,49.7,1.0,1461.02,993.06,182.01,2247.42,6818.58,67330.42,807965.09,24.79
SIM_02913,pharma,rajasthan,0.88,5.8,26017.24,22895.17,8.94,69.24,49.3,7.19,16026.62,1368.96,3290.88,17020.08,5875.09,248805.53,2985666.32,74.34
SIM_02914,cement,gujarat,0.82,5.6,82928.55,68001.41,5.54,59.15,35.48,2.27,45854.59,2937.86,3087.34,49173.47,18827.94,472138.28,5665659.3,72.31
SIM_02915,paper,andhra_pradesh,0.72,5.4,23588.12,16983.45,7.88,27.46,5.61,0.43,5176.32,226.45,145.18,5683.7,11299.75,68352.15,820225.82,33.47
SIM_02916,pharma,telangana,0.74,5.2,19853.61,14691.67,8.74,2.33,22.53,1.68,369.63,458.1,492.65,1168.83,13522.84,29115.02,349380.22,7.96
SIM_02917,paper,andhra_pradesh,0.72,5.4,34444.34,24799.92,6.59,2.25,38.3,1.05,619.05,2214.2,520.33,3360.43,21439.49,116834.43,1402013.17,13.55
SIM_02918,chemicals,karnataka,0.62,5.3,20682.99,12823.45,8.32,39.51,15.19,2.6,5547.99,550.94,666.25,6026.73,6796.72,102774.75,1233297.03,47.0
SIM_02919,auto_components,maharashtra,0.79,5.1,23157.55,18294.46,6.3,24.91,25.72,8.0,4853.43,795.91,2926.69,8405.37,9889.09,87081.75,1044981.01,45.94
SIM_02920,cement,rajasthan,0.88,5.8,35518.11,31255.94,6.65,34.62,46.72,3.89,12659.01,1991.5,2433.67,16471.72,14784.22,211487.35,2537848.15,52.7
SIM_02921,auto_components,chhattisgarh,0.92,4.9,47570.66,43765.0,6.16,58.57,4.29,5.72,26531.38,166.98,5002.86,32706.31,11058.69,197343.36,2368120.28,74.73
SIM_02922,pharma,west_bengal,0.9,4.5,30686.74,27618.07,7.93,73.36,4.06,4.39,19332.65,157.65,2425.58,20846.31,6771.75,185703.69,2228444.26,75.48
SIM_02923,food_processing,andhra_pradesh,0.72,5.4,29907.16,21533.15,6.14,35.18,50.58,2.63,8407.75,2368.56,1133.56,11557.46,9975.69,191949.43,2303393.15,53.67
SIM_02924,steel,delhi,0.72,4.9,35333.7,25440.26,6.82,13.72,34.19,0.77,3613.19,1812.64,392.77,7410.84,18029.42,125189.57,1502274.78,29.13
SIM_02925,it_services,telangana,0.74,5.2,3279.43,2426.78,10.13,11.0,7.48,5.05,288.19,49.82,245.29,558.31,1868.47,7452.84,89434.11,23.01
SIM_02926,cement,punjab,0.76,5.0,60183.71,45739.62,6.32,51.58,56.16,3.14,24770.16,5121.93,2874.75,32823.63,12915.99,473834.24,5686010.87,71.76
SIM_02927,chemicals,jharkhand,0.89,4.6,28139.08,25043.78,8.7,33.56,59.19,1.19,8321.85,1481.83,595.41,10317.29,14726.49,165865.22,1990382.62,41.2
SIM_02928,cement,delhi,0.72,4.9,42140.94,30341.48,6.78,31.29,24.56,0.05,9826.98,1212.22,30.63,11144.66,19196.81,152767.67,1833212.09,36.73
SIM_02929,chemicals,delhi,0.72,4.9,50252.83,36182.03,7.34,28.51,47.54,1.15,10675.21,3817.91,829.87,13422.71,22759.32,300562.54,3606750.47,37.1
SIM_02930,steel,chhattisgarh,0.92,4.9,17074.45,15708.49,6.96,5.87,53.36,1.37,953.64,1279.66,429.52,2878.0,12830.49,81266.9,975202.8,18.32
SIM_02931,textile,punjab,0.76,5.0,23108.92,17562.78,8.57,70.59,9.36,4.04,12293.95,359.5,1420.15,15457.78,2105.0,161731.75,1940780.95,88.01
SIM_02932,auto_components,chhattisgarh,0.92,4.9,16488.21,15169.15,8.25,8.49,19.71,6.86,1332.41,382.62,2080.57,3682.57,11486.58,39396.39,472756.71,24.28
SIM_02933,cement,odisha,0.91,4.7,50997.11,46407.37,6.88,49.3,46.77,4.39,22992.18,3660.82,4074.84,33926.68,12480.69,390610.86,4687330.32,73.11
SIM_02934,auto_components,kerala,0.42,4.2,33680.48,14145.8,7.96,75.47,2.83,2.91,9902.06,196.81,824.13,11516.37,2629.43,200527.91,2406334.96,81.41
SIM_02935,food_processing,maharashtra,0.79,5.1,12494.52,9870.67,7.37,21.65,32.8,1.09,2276.42,673.67,215.91,3147.54,6723.13,56833.1,681997.19,31.89
SIM_02936,plastics,odisha,0.91,4.7,20210.06,18391.16,7.41,28.62,6.37,7.6,5289.84,184.81,2797.28,7977.03,10414.12,60407.22,724886.65,43.37
SIM_02937,plastics,delhi,0.72,4.9,6042.26,4350.43,7.38,33.95,2.66,2.75,1528.83,21.54,238.85,1716.64,2633.79,17477.01,209724.1,39.46
SIM_02938,cement,andhra_pradesh,0.72,5.4,46696.78,33621.69,5.63,78.97,7.07,2.62,23535.18,444.18,1760.27,25146.53,8475.16,210059.18,2520710.22,74.79
SIM_02939,chemicals,telangana,0.74,5.2,27988.45,20711.45,8.59,61.33,43.18,5.35,13719.15,2082.87,2215.43,22349.78,0.0,271640.82,3259689.88,107.91
SIM_02940,pharma,odisha,0.91,4.7,29032.85,26419.89,7.94,64.43,19.38,7.06,17107.42,863.71,3728.59,22718.23,3701.66,208031.93,2496383.19,85.99
SIM_02941,plastics,maharashtra,0.79,5.1,27560.24,21772.59,8.09,13.15,21.9,2.65,3049.24,959.28,1151.97,5280.38,16492.21,84617.05,1015404.55,24.25
SIM_02942,cement,odisha,0.91,4.7,56866.75,51748.74,7.16,33.13,41.7,3.13,17231.81,2897.52,3241.13,23961.43,27787.31,307434.11,3689209.38,46.3
SIM_02943,food_processing,kerala,0.42,4.2,22320.58,9374.64,6.37,74.65,33.21,4.35,6508.55,823.67,816.04,7678.69,1695.95,136547.99,1638575.93,81.91
SIM_02944,steel,delhi,0.72,4.9,71246.03,51297.14,5.92,15.93,18.15,2.72,8460.15,1937.88,2793.34,14099.3,37197.84,172471.47,2069657.67,27.49
SIM_02945,pharma,gujarat,0.82,5.6,5291.37,4338.92,7.52,18.41,0.57,3.56,910.57,4.09,308.86,1234.7,3104.22,9418.22,113018.69,28.46
SIM_02946,cement,chhattisgarh,0.92,4.9,58420.13,53746.52,5.89,70.6,57.53,5.86,37622.57,4629.33,6300.56,46326.36,7420.17,517394.19,6208730.25,86.19
SIM_02947,paper,punjab,0.76,5.0,14767.91,11223.61,7.82,21.73,50.04,5.01,2560.67,1274.82,1124.32,4664.4,6559.21,94702.69,1136432.33,41.56
SIM_02948,auto_components,andhra_pradesh,0.72,5.4,19761.32,14228.15,6.69,40.18,18.27,4.81,6345.62,425.41,1367.43,7883.49,6344.66,83887.14,1006645.64,55.41
SIM_02949,pharma,kerala,0.42,4.2,23516.32,9876.86,7.34,53.34,41.65,3.41,4899.63,1818.08,674.08,7796.48,2080.37,164413.13,1972957.61,78.94
SIM_02950,steel,madhya_pradesh,0.83,5.3,49945.96,41455.15,6.3,25.3,24.08,1.33,11483.67,1203.5,1101.73,13588.2,27866.95,154037.29,1848447.47,32.78
SIM_02951,plastics,telangana,0.74,5.2,9117.71,6747.1,7.07,57.77,11.48,5.85,4209.86,108.01,789.58,5319.63,1427.47,47912.24,574946.87,78.84
SIM_02952,it_services,punjab,0.76,5.0,6449.91,4901.93,9.56,52.88,34.96,6.88,2721.51,364.83,674.38,3406.05,1495.88,55331.41,663976.86,69.48
SIM_02953,chemicals,karnataka,0.62,5.3,57749.22,35804.52,8.6,22.36,26.6,4.58,8767.53,2870.52,3283.07,14873.68,20930.83,268760.3,3225123.64,41.54
SIM_02954,pharma,tamil_nadu,0.68,5.0,33710.92,22923.43,7.21,24.3,31.57,1.91,5849.38,1565.04,875.5,8809.19,14114.24,140387.11,1684645.34,38.43
SIM_02955,textile,uttar_pradesh,0.85,4.8,7584.75,6447.04,8.02,72.08,48.52,4.12,4512.93,383.86,531.66,5076.79,1370.25,64919.88,779038.61,78.75
SIM_02956,chemicals,maharashtra,0.79,5.1,31225.78,24668.37,7.19,24.58,49.27,0.65,6458.33,1453.44,318.35,7753.35,16915.01,135164.45,1621973.36,31.43
SIM_02957,textile,kerala,0.42,4.2,20911.62,8782.88,7.82,44.31,52.76,1.5,3619.57,2128.7,263.14,6399.73,2383.15,156912.94,1882955.34,72.87
SIM_02958,cement,west_bengal,0.9,4.5,82404.98,74164.49,7.12,2.19,23.71,2.67,1586.7,2153.98,3955.13,7535.92,66628.56,143101.35,1717216.25,10.16
SIM_02959,chemicals,west_bengal,0.9,4.5,54120.43,48708.39,8.04,6.15,4.19,1.03,2919.13,302.42,1001.8,4404.48,44303.91,45756.12,549073.4,9.04
SIM_02960,it_services,chhattisgarh,0.92,4.9,6485.87,5967.0,8.18,39.98,3.57,4.17,2469.03,24.71,497.73,3204.84,2762.16,24689.24,296270.82,53.71
SIM_02961,paper,jharkhand,0.89,4.6,26019.54,23157.39,7.02,29.89,43.88,1.53,6852.28,1684.58,708.37,9398.53,13758.86,149759.82,1797117.8,40.59
SIM_02962,steel,telangana,0.74,5.2,32859.69,24316.17,6.39,32.82,5.39,1.78,8619.22,168.58,863.54,10446.34,13869.83,85134.9,1021618.76,42.96
SIM_02963,it_services,chhattisgarh,0.92,4.9,4638.24,4267.19,10.3,30.05,36.94,7.02,1327.22,215.13,599.48,2106.54,2160.65,29162.71,349952.51,49.37
SIM_02964,steel,karnataka,0.62,5.3,30242.84,18750.56,7.77,48.85,20.64,4.34,10029.38,623.99,1626.0,11788.35,6962.21,160881.36,1930576.36,62.87
SIM_02965,plastics,haryana,0.8,5.1,18944.46,15155.56,7.28,29.86,51.04,6.33,4820.08,1086.44,1919.44,7018.21,8137.35,105976.31,1271715.71,46.31
SIM_02966,food_processing,kerala,0.42,4.2,16406.33,6890.66,7.13,48.88,2.79,1.52,3132.36,77.39,208.86,3182.65,3708.01,57433.99,689207.83,46.19
SIM_02967,pharma,madhya_pradesh,0.83,5.3,14764.14,12254.24,7.04,66.76,38.05,2.95,8577.96,827.67,722.39,9430.06,2824.18,118850.87,1426210.46,76.95
SIM_02968,textile,punjab,0.76,5.0,24856.31,18890.8,6.6,22.59,24.76,4.63,4481.17,685.8,1749.53,6774.98,12115.82,78382.26,940587.13,35.86
SIM_02969,pharma,uttar_pradesh,0.85,4.8,31511.74,26784.98,7.73,57.77,46.75,2.54,15784.32,1574.89,1359.26,19613.37,7171.61,232624.85,2791498.23,73.23
SIM_02970,auto_components,chhattisgarh,0.92,4.9,45485.79,41846.93,6.62,71.98,31.0,7.81,29292.85,1375.33,6536.36,32989.5,8857.43,303277.28,3639327.39,78.83
SIM_02971,pharma,jharkhand,0.89,4.6,23949.75,21315.27,7.35,50.33,12.99,1.37,10619.84,286.98,583.39,11681.59,9633.69,105193.93,1262327.13,54.8
SIM_02972,textile,tamil_nadu,0.68,5.0,20441.45,13900.19,8.08,58.79,50.89,3.25,8580.72,1487.29,902.52,11854.27,2045.91,177005.04,2124060.44,85.28
SIM_02973,cement,gujarat,0.82,5.6,67320.21,55202.57,6.31,4.57,27.41,6.35,2874.55,1706.32,7005.32,11512.35,43690.22,128868.28,1546419.39,20.85
SIM_02974,chemicals,west_bengal,0.9,4.5,10480.9,9432.81,7.92,39.59,39.26,1.26,3641.47,532.47,236.78,4452.33,4980.49,62642.31,751707.71,47.2
SIM_02975,auto_components,telangana,0.74,5.2,46446.13,34370.13,6.96,22.17,14.07,2.7,8227.96,1028.24,1853.6,10763.94,23606.2,134202.81,1610433.77,31.32
SIM_02976,food_processing,madhya_pradesh,0.83,5.3,5581.93,4633.0,5.99,27.3,3.1,0.5,1384.9,19.27,46.08,1439.56,3193.44,11126.19,133514.33,31.07
SIM_02977,steel,uttar_pradesh,0.85,4.8,44436.97,37771.42,5.81,16.31,17.1,3.85,6283.42,880.45,2905.95,9092.66,28678.77,96632.03,1159584.41,24.07
SIM_02978,steel,rajasthan,0.88,5.8,55798.24,49102.45,7.01,15.12,10.15,7.15,8688.74,760.89,7020.23,17610.35,31492.1,128129.32,1537551.83,35.86
SIM_02979,cement,rajasthan,0.88,5.8,75718.51,66632.29,7.45,24.67,42.61,0.57,19234.58,4636.63,755.31,21943.2,44689.09,421745.61,5060947.34,32.93
SIM_02980,it_services,jharkhand,0.89,4.6,2335.76,2078.82,9.56,51.15,52.1,7.85,1052.77,267.73,326.45,1610.58,468.24,27303.68,327644.11,77.48
SIM_02981,food_processing,jharkhand,0.89,4.6,18332.9,16316.28,7.84,19.61,53.07,3.72,3168.18,1152.82,1213.14,4914.24,11402.04,95495.28,1145943.31,30.12
SIM_02982,pharma,odisha,0.91,4.7,31902.41,29031.19,7.93,18.69,38.01,0.49,5453.09,1078.41,282.94,6604.07,22427.12,109367.91,1312414.89,22.75
SIM_02983,textile,andhra_pradesh,0.72,5.4,6721.74,4839.65,6.77,46.93,14.33,0.79,2521.06,173.41,76.6,2746.27,2093.38,32508.77,390105.28,56.75
SIM_02984,it_services,rajasthan,0.88,5.8,6512.17,5730.71,7.81,57.73,22.84,3.12,3870.99,201.64,357.67,4560.77,1169.94,46472.76,557673.06,79.58
SIM_02985,plastics,kerala,0.42,4.2,32893.41,13815.23,7.73,31.93,16.16,1.89,4103.05,938.45,522.2,4944.42,8870.81,117191.25,1406294.97,35.79
SIM_02986,cement,tamil_nadu,0.68,5.0,78011.64,53047.91,6.03,5.6,41.83,5.64,3116.59,4638.49,5989.05,12627.54,40420.37,267552.4,3210628.75,23.8
SIM_02987,food_processing,bihar,0.84,4.7,28514.71,23952.36,7.07,52.42,24.2,2.59,12618.62,1149.53,1239.55,15303.05,8649.3,171274.63,2055295.5,63.89
SIM_02988,paper,west_bengal,0.9,4.5,37181.31,33463.18,7.62,2.31,1.07,4.0,753.39,44.31,2679.57,3363.75,30099.42,15677.45,188129.45,10.05
SIM_02989,textile,tamil_nadu,0.68,5.0,10190.6,6929.61,6.56,48.34,23.16,5.68,3517.43,403.91,786.98,5564.46,1365.15,55687.17,668246.0,80.3
SIM_02990,auto_components,west_bengal,0.9,4.5,11597.33,10437.59,6.72,37.86,8.24,3.81,3852.83,101.75,796.14,4301.47,6136.13,36296.12,435553.44,41.21
SIM_02991,steel,maharashtra,0.79,5.1,36482.76,28821.38,7.78,33.58,52.81,6.35,10307.15,3061.73,3662.08,17025.55,11795.83,271393.1,3256717.19,59.07
SIM_02992,plastics,telangana,0.74,5.2,18584.8,13752.76,7.7,68.27,15.9,5.16,9626.93,309.7,1418.73,10888.44,2864.32,120163.7,1441964.41,79.17
SIM_02993,it_services,jharkhand,0.89,4.6,10154.32,9037.35,8.82,55.97,31.34,3.38,5007.53,464.75,610.04,6451.31,2586.04,77368.28,928419.39,71.38
SIM_02994,chemicals,tamil_nadu,0.68,5.0,33065.28,22484.39,6.84,3.49,37.83,1.31,823.44,2296.25,590.82,3625.11,18859.28,120941.34,1451296.08,16.12
SIM_02995,it_services,punjab,0.76,5.0,5874.22,4464.41,8.82,23.94,31.76,7.28,1122.27,306.24,650.34,2115.07,2349.34,30874.12,370489.44,47.38
SIM_02996,auto_components,uttar_pradesh,0.85,4.8,39932.0,33942.2,7.03,79.79,22.43,3.42,23759.54,852.93,2321.06,23479.5,10462.7,248528.73,2982344.76,69.17
SIM_02997,pharma,rajasthan,0.88,5.8,23097.07,20325.42,7.05,31.55,19.15,4.12,7503.14,649.63,1673.48,9604.83,10720.59,100118.74,1201424.83,47.26
SIM_02998,pharma,chhattisgarh,0.92,4.9,29586.31,27219.41,8.77,76.21,38.83,3.16,19053.59,1460.33,1720.82,21342.38,5877.03,269975.1,3239701.16,78.41
SIM_02999,food_processing,haryana,0.8,5.1,6146.88,4917.51,7.66,39.03,18.68,1.07,2044.2,156.62,105.68,2361.02,2556.49,28060.65,336727.8,48.01
SIM_03000,it_services,bihar,0.84,4.7,11607.09,9749.96,7.86,66.55,37.0,2.7,6521.37,652.22,525.93,7608.9,2141.06,97607.61,1171291.29,78.04
SIM_03001,cement,west_bengal,0.9,4.5,40637.0,36573.3,6.24,42.24,33.9,4.45,15064.1,1550.24,3256.48,19709.02,16864.28,198449.45,2381393.4,53.89
SIM_03002,plastics,telangana,0.74,5.2,8948.92,6622.2,6.64,76.52,47.79,7.31,4635.54,542.76,967.94,4860.25,1761.95,71448.55,857382.6,73.39
SIM_03003,auto_components,haryana,0.8,5.1,28881.34,23105.07,6.21,60.19,25.97,1.32,14811.4,1088.18,611.46,16339.78,6765.29,173266.12,2079193.39,70.72
SIM_03004,pharma,bihar,0.84,4.7,11122.96,9343.29,8.08,27.63,24.15,4.03,2594.44,367.59,753.19,3388.3,5954.99,46930.07,563160.85,36.26
SIM_03005,auto_components,bihar,0.84,4.7,34250.35,28770.29,6.52,44.4,26.68,1.24,12838.67,1075.6,711.66,16666.77,12103.52,159202.26,1910427.12,57.93
SIM_03006,chemicals,haryana,0.8,5.1,48226.29,38581.03,8.36,58.92,38.75,7.26,24209.99,3145.13,5605.79,33894.65,4686.38,435108.84,5221306.12,87.85
SIM_03007,auto_components,jharkhand,0.89,4.6,47576.76,42343.32,7.33,14.39,1.14,5.62,6031.8,58.19,4755.86,10347.3,31996.02,64645.57,775746.85,24.44
SIM_03008,paper,bihar,0.84,4.7,12579.35,10566.66,7.32,59.16,31.09,0.03,6282.79,387.23,5.89,7289.62,3277.04,75573.85,906886.26,68.99
SIM_03009,it_services,haryana,0.8,5.1,6292.58,5034.07,9.13,29.35,31.16,7.5,1573.27,272.8,755.33,2562.2,2471.87,34811.71,417740.52,50.9
